'SELECT COUNT(*) FROM lineitem WHERE L_TAX = '%s' AND L_PARTKEY > '%s'','L_TAX,L_PARTKEY','lineitem','[]','L_TAX,=,L_PARTKEY,>'
'SELECT COUNT(*) FROM lineitem WHERE L_RECEIPTDATE > '%s' AND L_SHIPMODE = '%s' AND L_COMMENT = '%s'','L_RECEIPTDATE,L_SHIPMODE,L_COMMENT','lineitem','[]','L_RECEIPTDATE,>,L_SHIPMODE,=,L_COMMENT,='
'SELECT COUNT(*) FROM lineitem WHERE L_COMMITDATE > '%s' AND L_COMMENT = '%s' AND L_LINENUMBER < '%s'','L_COMMITDATE,L_COMMENT,L_LINENUMBER','lineitem','[]','L_COMMITDATE,>,L_COMMENT,=,L_LINENUMBER,<'
'SELECT COUNT(*) FROM lineitem WHERE L_COMMITDATE < '%s' AND L_RECEIPTDATE > '%s' AND L_EXTENDEDPRICE = '%s'','L_COMMITDATE,L_RECEIPTDATE,L_EXTENDEDPRICE','lineitem','[]','L_COMMITDATE,<,L_RECEIPTDATE,>,L_EXTENDEDPRICE,='
'SELECT COUNT(*) FROM lineitem WHERE L_ORDERKEY < '%s' AND L_EXTENDEDPRICE = '%s' AND L_DISCOUNT < '%s'','L_ORDERKEY,L_EXTENDEDPRICE,L_DISCOUNT','lineitem','[]','L_ORDERKEY,<,L_EXTENDEDPRICE,=,L_DISCOUNT,<'
'SELECT COUNT(*) FROM lineitem WHERE L_TAX > '%s' AND L_LINESTATUS = '%s' AND L_COMMENT = '%s'','L_TAX,L_LINESTATUS,L_COMMENT','lineitem','[]','L_TAX,>,L_LINESTATUS,=,L_COMMENT,='
'SELECT COUNT(*) FROM lineitem WHERE L_ORDERKEY < '%s' AND L_SHIPMODE = '%s' AND L_COMMITDATE < '%s'','L_ORDERKEY,L_SHIPMODE,L_COMMITDATE','lineitem','[]','L_ORDERKEY,<,L_SHIPMODE,=,L_COMMITDATE,<'
'SELECT COUNT(*) FROM lineitem WHERE L_PARTKEY = '%s' AND L_DISCOUNT > '%s' AND L_TAX < '%s'','L_PARTKEY,L_DISCOUNT,L_TAX','lineitem','[]','L_PARTKEY,=,L_DISCOUNT,>,L_TAX,<'
'SELECT COUNT(*) FROM lineitem WHERE L_COMMENT = '%s' AND L_PARTKEY < '%s' AND L_EXTENDEDPRICE = '%s'','L_COMMENT,L_PARTKEY,L_EXTENDEDPRICE','lineitem','[]','L_COMMENT,=,L_PARTKEY,<,L_EXTENDEDPRICE,='
'SELECT COUNT(*) FROM lineitem WHERE L_LINESTATUS = '%s' AND L_COMMENT = '%s' AND L_SHIPDATE > '%s'','L_LINESTATUS,L_COMMENT,L_SHIPDATE','lineitem','[]','L_LINESTATUS,=,L_COMMENT,=,L_SHIPDATE,>'
'SELECT COUNT(*) FROM lineitem WHERE L_QUANTITY = '%s' AND L_COMMENT = '%s'','L_QUANTITY,L_COMMENT','lineitem','[]','L_QUANTITY,=,L_COMMENT,='
'SELECT COUNT(*) FROM lineitem WHERE L_COMMITDATE < '%s' AND L_ORDERKEY > '%s' AND L_COMMENT = '%s'','L_COMMITDATE,L_ORDERKEY,L_COMMENT','lineitem','[]','L_COMMITDATE,<,L_ORDERKEY,>,L_COMMENT,='
'SELECT COUNT(*) FROM lineitem WHERE L_ORDERKEY < '%s' AND L_RECEIPTDATE > '%s' AND L_PARTKEY = '%s'','L_ORDERKEY,L_RECEIPTDATE,L_PARTKEY','lineitem','[]','L_ORDERKEY,<,L_RECEIPTDATE,>,L_PARTKEY,='
'SELECT COUNT(*) FROM lineitem WHERE L_LINESTATUS = '%s' AND L_PARTKEY = '%s' AND L_DISCOUNT < '%s'','L_LINESTATUS,L_PARTKEY,L_DISCOUNT','lineitem','[]','L_LINESTATUS,=,L_PARTKEY,=,L_DISCOUNT,<'
'SELECT COUNT(*) FROM lineitem WHERE L_PARTKEY > '%s' AND L_QUANTITY > '%s' AND L_SUPPKEY = '%s'','L_PARTKEY,L_QUANTITY,L_SUPPKEY','lineitem','[]','L_PARTKEY,>,L_QUANTITY,>,L_SUPPKEY,='
'SELECT COUNT(*) FROM lineitem WHERE L_ORDERKEY < '%s' AND L_SUPPKEY = '%s' AND L_SHIPDATE > '%s'','L_ORDERKEY,L_SUPPKEY,L_SHIPDATE','lineitem','[]','L_ORDERKEY,<,L_SUPPKEY,=,L_SHIPDATE,>'
'SELECT COUNT(*) FROM lineitem WHERE L_RECEIPTDATE < '%s' AND L_PARTKEY > '%s' AND L_SHIPMODE = '%s'','L_RECEIPTDATE,L_PARTKEY,L_SHIPMODE','lineitem','[]','L_RECEIPTDATE,<,L_PARTKEY,>,L_SHIPMODE,='
'SELECT COUNT(*) FROM lineitem WHERE L_DISCOUNT > '%s' AND L_LINESTATUS = '%s' AND L_SUPPKEY > '%s'','L_DISCOUNT,L_LINESTATUS,L_SUPPKEY','lineitem','[]','L_DISCOUNT,>,L_LINESTATUS,=,L_SUPPKEY,>'
'SELECT COUNT(*) FROM lineitem WHERE L_RETURNFLAG = '%s' AND L_ORDERKEY = '%s' AND L_QUANTITY = '%s'','L_RETURNFLAG,L_ORDERKEY,L_QUANTITY','lineitem','[]','L_RETURNFLAG,=,L_ORDERKEY,=,L_QUANTITY,='
'SELECT COUNT(*) FROM lineitem WHERE L_TAX = '%s' AND L_COMMENT = '%s'','L_TAX,L_COMMENT','lineitem','[]','L_TAX,=,L_COMMENT,='
'SELECT COUNT(*) FROM lineitem WHERE L_SHIPMODE = '%s' AND L_PARTKEY < '%s' AND L_EXTENDEDPRICE = '%s'','L_SHIPMODE,L_PARTKEY,L_EXTENDEDPRICE','lineitem','[]','L_SHIPMODE,=,L_PARTKEY,<,L_EXTENDEDPRICE,='
'SELECT COUNT(*) FROM lineitem WHERE L_LINESTATUS = '%s' AND L_ORDERKEY < '%s'','L_LINESTATUS,L_ORDERKEY','lineitem','[]','L_LINESTATUS,=,L_ORDERKEY,<'
'SELECT COUNT(*) FROM lineitem WHERE L_SUPPKEY < '%s' AND L_PARTKEY = '%s' AND L_COMMENT = '%s'','L_SUPPKEY,L_PARTKEY,L_COMMENT','lineitem','[]','L_SUPPKEY,<,L_PARTKEY,=,L_COMMENT,='
'SELECT COUNT(*) FROM lineitem WHERE L_SUPPKEY < '%s' AND L_COMMENT = '%s' AND L_COMMITDATE < '%s'','L_SUPPKEY,L_COMMENT,L_COMMITDATE','lineitem','[]','L_SUPPKEY,<,L_COMMENT,=,L_COMMITDATE,<'
'SELECT COUNT(*) FROM lineitem WHERE L_COMMENT = '%s' AND L_ORDERKEY = '%s' AND L_PARTKEY < '%s'','L_COMMENT,L_ORDERKEY,L_PARTKEY','lineitem','[]','L_COMMENT,=,L_ORDERKEY,=,L_PARTKEY,<'
'SELECT COUNT(*) FROM lineitem WHERE L_PARTKEY = '%s' AND L_TAX = '%s'','L_PARTKEY,L_TAX','lineitem','[]','L_PARTKEY,=,L_TAX,='
'SELECT COUNT(*) FROM lineitem WHERE L_EXTENDEDPRICE = '%s' AND L_SUPPKEY > '%s'','L_EXTENDEDPRICE,L_SUPPKEY','lineitem','[]','L_EXTENDEDPRICE,=,L_SUPPKEY,>'
'SELECT COUNT(*) FROM lineitem WHERE L_SHIPMODE = '%s' AND L_QUANTITY < '%s' AND L_PARTKEY < '%s'','L_SHIPMODE,L_QUANTITY,L_PARTKEY','lineitem','[]','L_SHIPMODE,=,L_QUANTITY,<,L_PARTKEY,<'
'SELECT COUNT(*) FROM lineitem WHERE L_LINESTATUS = '%s' AND L_EXTENDEDPRICE > '%s'','L_LINESTATUS,L_EXTENDEDPRICE','lineitem','[]','L_LINESTATUS,=,L_EXTENDEDPRICE,>'
'SELECT COUNT(*) FROM lineitem WHERE L_LINESTATUS = '%s' AND L_SUPPKEY < '%s' AND L_SHIPDATE < '%s'','L_LINESTATUS,L_SUPPKEY,L_SHIPDATE','lineitem','[]','L_LINESTATUS,=,L_SUPPKEY,<,L_SHIPDATE,<'
'SELECT COUNT(*) FROM lineitem WHERE L_EXTENDEDPRICE = '%s' AND L_COMMENT = '%s' AND L_PARTKEY > '%s'','L_EXTENDEDPRICE,L_COMMENT,L_PARTKEY','lineitem','[]','L_EXTENDEDPRICE,=,L_COMMENT,=,L_PARTKEY,>'
'SELECT COUNT(*) FROM lineitem WHERE L_RETURNFLAG = '%s' AND L_RECEIPTDATE > '%s' AND L_COMMENT = '%s'','L_RETURNFLAG,L_RECEIPTDATE,L_COMMENT','lineitem','[]','L_RETURNFLAG,=,L_RECEIPTDATE,>,L_COMMENT,='
'SELECT COUNT(*) FROM lineitem WHERE L_DISCOUNT = '%s' AND L_ORDERKEY > '%s'','L_DISCOUNT,L_ORDERKEY','lineitem','[]','L_DISCOUNT,=,L_ORDERKEY,>'
'SELECT COUNT(*) FROM lineitem WHERE L_DISCOUNT = '%s' AND L_SHIPINSTRUCT = '%s' AND L_SUPPKEY = '%s'','L_DISCOUNT,L_SHIPINSTRUCT,L_SUPPKEY','lineitem','[]','L_DISCOUNT,=,L_SHIPINSTRUCT,=,L_SUPPKEY,='
'SELECT COUNT(*) FROM lineitem WHERE L_DISCOUNT < '%s' AND L_COMMENT = '%s' AND L_LINENUMBER = '%s'','L_DISCOUNT,L_COMMENT,L_LINENUMBER','lineitem','[]','L_DISCOUNT,<,L_COMMENT,=,L_LINENUMBER,='
'SELECT COUNT(*) FROM lineitem WHERE L_COMMENT = '%s' AND L_SHIPINSTRUCT = '%s' AND L_SHIPDATE > '%s'','L_COMMENT,L_SHIPINSTRUCT,L_SHIPDATE','lineitem','[]','L_COMMENT,=,L_SHIPINSTRUCT,=,L_SHIPDATE,>'
'SELECT COUNT(*) FROM lineitem WHERE L_TAX < '%s' AND L_SUPPKEY = '%s' AND L_SHIPDATE < '%s'','L_TAX,L_SUPPKEY,L_SHIPDATE','lineitem','[]','L_TAX,<,L_SUPPKEY,=,L_SHIPDATE,<'
'SELECT COUNT(*) FROM lineitem WHERE L_COMMITDATE < '%s' AND L_COMMENT = '%s'','L_COMMITDATE,L_COMMENT','lineitem','[]','L_COMMITDATE,<,L_COMMENT,='
'SELECT COUNT(*) FROM lineitem WHERE L_DISCOUNT < '%s' AND L_COMMENT = '%s' AND L_EXTENDEDPRICE = '%s'','L_DISCOUNT,L_COMMENT,L_EXTENDEDPRICE','lineitem','[]','L_DISCOUNT,<,L_COMMENT,=,L_EXTENDEDPRICE,='
'SELECT COUNT(*) FROM lineitem WHERE L_COMMENT = '%s' AND L_COMMITDATE < '%s' AND L_SHIPINSTRUCT = '%s'','L_COMMENT,L_COMMITDATE,L_SHIPINSTRUCT','lineitem','[]','L_COMMENT,=,L_COMMITDATE,<,L_SHIPINSTRUCT,='
'SELECT COUNT(*) FROM lineitem WHERE L_RETURNFLAG = '%s' AND L_LINESTATUS = '%s' AND L_RECEIPTDATE < '%s'','L_RETURNFLAG,L_LINESTATUS,L_RECEIPTDATE','lineitem','[]','L_RETURNFLAG,=,L_LINESTATUS,=,L_RECEIPTDATE,<'
'SELECT COUNT(*) FROM lineitem WHERE L_SUPPKEY < '%s' AND L_PARTKEY = '%s' AND L_COMMITDATE > '%s'','L_SUPPKEY,L_PARTKEY,L_COMMITDATE','lineitem','[]','L_SUPPKEY,<,L_PARTKEY,=,L_COMMITDATE,>'
'SELECT COUNT(*) FROM lineitem WHERE L_DISCOUNT > '%s' AND L_SHIPDATE > '%s' AND L_EXTENDEDPRICE < '%s'','L_DISCOUNT,L_SHIPDATE,L_EXTENDEDPRICE','lineitem','[]','L_DISCOUNT,>,L_SHIPDATE,>,L_EXTENDEDPRICE,<'
'SELECT COUNT(*) FROM lineitem WHERE L_EXTENDEDPRICE > '%s' AND L_COMMENT = '%s' AND L_SHIPDATE > '%s'','L_EXTENDEDPRICE,L_COMMENT,L_SHIPDATE','lineitem','[]','L_EXTENDEDPRICE,>,L_COMMENT,=,L_SHIPDATE,>'
'SELECT COUNT(*) FROM lineitem WHERE L_EXTENDEDPRICE = '%s' AND L_COMMENT = '%s' AND L_DISCOUNT > '%s'','L_EXTENDEDPRICE,L_COMMENT,L_DISCOUNT','lineitem','[]','L_EXTENDEDPRICE,=,L_COMMENT,=,L_DISCOUNT,>'
'SELECT COUNT(*) FROM lineitem WHERE L_QUANTITY = '%s' AND L_PARTKEY = '%s'','L_QUANTITY,L_PARTKEY','lineitem','[]','L_QUANTITY,=,L_PARTKEY,='
'SELECT COUNT(*) FROM lineitem WHERE L_SHIPMODE = '%s' AND L_ORDERKEY > '%s'','L_SHIPMODE,L_ORDERKEY','lineitem','[]','L_SHIPMODE,=,L_ORDERKEY,>'
'SELECT COUNT(*) FROM lineitem WHERE L_SHIPINSTRUCT = '%s' AND L_COMMITDATE < '%s'','L_SHIPINSTRUCT,L_COMMITDATE','lineitem','[]','L_SHIPINSTRUCT,=,L_COMMITDATE,<'
'SELECT COUNT(*) FROM lineitem WHERE L_RECEIPTDATE < '%s' AND L_EXTENDEDPRICE = '%s'','L_RECEIPTDATE,L_EXTENDEDPRICE','lineitem','[]','L_RECEIPTDATE,<,L_EXTENDEDPRICE,='
'SELECT COUNT(*) FROM lineitem WHERE L_TAX < '%s' AND L_COMMITDATE < '%s' AND L_EXTENDEDPRICE = '%s'','L_TAX,L_COMMITDATE,L_EXTENDEDPRICE','lineitem','[]','L_TAX,<,L_COMMITDATE,<,L_EXTENDEDPRICE,='
'SELECT COUNT(*) FROM lineitem WHERE L_EXTENDEDPRICE > '%s' AND L_LINENUMBER = '%s'','L_EXTENDEDPRICE,L_LINENUMBER','lineitem','[]','L_EXTENDEDPRICE,>,L_LINENUMBER,='
'SELECT COUNT(*) FROM lineitem WHERE L_COMMENT = '%s' AND L_SHIPINSTRUCT = '%s'','L_COMMENT,L_SHIPINSTRUCT','lineitem','[]','L_COMMENT,=,L_SHIPINSTRUCT,='
'SELECT COUNT(*) FROM lineitem WHERE L_LINENUMBER < '%s' AND L_SHIPDATE > '%s' AND L_RECEIPTDATE > '%s'','L_LINENUMBER,L_SHIPDATE,L_RECEIPTDATE','lineitem','[]','L_LINENUMBER,<,L_SHIPDATE,>,L_RECEIPTDATE,>'
'SELECT COUNT(*) FROM lineitem WHERE L_LINENUMBER = '%s' AND L_SHIPDATE > '%s' AND L_ORDERKEY > '%s'','L_LINENUMBER,L_SHIPDATE,L_ORDERKEY','lineitem','[]','L_LINENUMBER,=,L_SHIPDATE,>,L_ORDERKEY,>'
'SELECT COUNT(*) FROM lineitem WHERE L_RETURNFLAG = '%s' AND L_SHIPMODE = '%s'','L_RETURNFLAG,L_SHIPMODE','lineitem','[]','L_RETURNFLAG,=,L_SHIPMODE,='
'SELECT COUNT(*) FROM lineitem WHERE L_COMMITDATE > '%s' AND L_LINENUMBER < '%s'','L_COMMITDATE,L_LINENUMBER','lineitem','[]','L_COMMITDATE,>,L_LINENUMBER,<'
'SELECT COUNT(*) FROM lineitem WHERE L_EXTENDEDPRICE < '%s' AND L_LINESTATUS = '%s' AND L_PARTKEY = '%s'','L_EXTENDEDPRICE,L_LINESTATUS,L_PARTKEY','lineitem','[]','L_EXTENDEDPRICE,<,L_LINESTATUS,=,L_PARTKEY,='
'SELECT COUNT(*) FROM lineitem WHERE L_DISCOUNT = '%s' AND L_ORDERKEY = '%s' AND L_EXTENDEDPRICE = '%s'','L_DISCOUNT,L_ORDERKEY,L_EXTENDEDPRICE','lineitem','[]','L_DISCOUNT,=,L_ORDERKEY,=,L_EXTENDEDPRICE,='
'SELECT COUNT(*) FROM lineitem WHERE L_EXTENDEDPRICE > '%s' AND L_COMMENT = '%s' AND L_QUANTITY = '%s'','L_EXTENDEDPRICE,L_COMMENT,L_QUANTITY','lineitem','[]','L_EXTENDEDPRICE,>,L_COMMENT,=,L_QUANTITY,='
'SELECT COUNT(*) FROM lineitem WHERE L_ORDERKEY < '%s' AND L_SHIPINSTRUCT = '%s' AND L_LINENUMBER < '%s'','L_ORDERKEY,L_SHIPINSTRUCT,L_LINENUMBER','lineitem','[]','L_ORDERKEY,<,L_SHIPINSTRUCT,=,L_LINENUMBER,<'
'SELECT COUNT(*) FROM lineitem WHERE L_ORDERKEY < '%s' AND L_LINENUMBER = '%s' AND L_COMMENT = '%s'','L_ORDERKEY,L_LINENUMBER,L_COMMENT','lineitem','[]','L_ORDERKEY,<,L_LINENUMBER,=,L_COMMENT,='
'SELECT COUNT(*) FROM lineitem WHERE L_EXTENDEDPRICE > '%s' AND L_PARTKEY = '%s'','L_EXTENDEDPRICE,L_PARTKEY','lineitem','[]','L_EXTENDEDPRICE,>,L_PARTKEY,='
'SELECT COUNT(*) FROM lineitem WHERE L_SUPPKEY < '%s' AND L_ORDERKEY < '%s'','L_SUPPKEY,L_ORDERKEY','lineitem','[]','L_SUPPKEY,<,L_ORDERKEY,<'
'SELECT COUNT(*) FROM lineitem WHERE L_COMMENT = '%s' AND L_DISCOUNT > '%s' AND L_PARTKEY = '%s'','L_COMMENT,L_DISCOUNT,L_PARTKEY','lineitem','[]','L_COMMENT,=,L_DISCOUNT,>,L_PARTKEY,='
'SELECT COUNT(*) FROM lineitem WHERE L_ORDERKEY = '%s' AND L_TAX > '%s'','L_ORDERKEY,L_TAX','lineitem','[]','L_ORDERKEY,=,L_TAX,>'
'SELECT COUNT(*) FROM lineitem WHERE L_RETURNFLAG = '%s' AND L_EXTENDEDPRICE = '%s' AND L_ORDERKEY = '%s'','L_RETURNFLAG,L_EXTENDEDPRICE,L_ORDERKEY','lineitem','[]','L_RETURNFLAG,=,L_EXTENDEDPRICE,=,L_ORDERKEY,='
'SELECT COUNT(*) FROM lineitem WHERE L_SHIPINSTRUCT = '%s' AND L_RECEIPTDATE < '%s'','L_SHIPINSTRUCT,L_RECEIPTDATE','lineitem','[]','L_SHIPINSTRUCT,=,L_RECEIPTDATE,<'
'SELECT COUNT(*) FROM lineitem WHERE L_RETURNFLAG = '%s' AND L_ORDERKEY > '%s'','L_RETURNFLAG,L_ORDERKEY','lineitem','[]','L_RETURNFLAG,=,L_ORDERKEY,>'
'SELECT COUNT(*) FROM lineitem WHERE L_COMMENT = '%s' AND L_ORDERKEY < '%s' AND L_COMMITDATE > '%s'','L_COMMENT,L_ORDERKEY,L_COMMITDATE','lineitem','[]','L_COMMENT,=,L_ORDERKEY,<,L_COMMITDATE,>'
'SELECT COUNT(*) FROM lineitem WHERE L_COMMENT = '%s' AND L_QUANTITY = '%s'','L_COMMENT,L_QUANTITY','lineitem','[]','L_COMMENT,=,L_QUANTITY,='
'SELECT COUNT(*) FROM lineitem WHERE L_QUANTITY < '%s' AND L_EXTENDEDPRICE = '%s'','L_QUANTITY,L_EXTENDEDPRICE','lineitem','[]','L_QUANTITY,<,L_EXTENDEDPRICE,='
'SELECT COUNT(*) FROM lineitem WHERE L_SUPPKEY > '%s' AND L_EXTENDEDPRICE > '%s' AND L_SHIPDATE > '%s'','L_SUPPKEY,L_EXTENDEDPRICE,L_SHIPDATE','lineitem','[]','L_SUPPKEY,>,L_EXTENDEDPRICE,>,L_SHIPDATE,>'
'SELECT COUNT(*) FROM lineitem WHERE L_COMMENT = '%s' AND L_RECEIPTDATE < '%s' AND L_QUANTITY = '%s'','L_COMMENT,L_RECEIPTDATE,L_QUANTITY','lineitem','[]','L_COMMENT,=,L_RECEIPTDATE,<,L_QUANTITY,='
'SELECT COUNT(*) FROM lineitem WHERE L_PARTKEY < '%s' AND L_SHIPDATE < '%s' AND L_ORDERKEY = '%s'','L_PARTKEY,L_SHIPDATE,L_ORDERKEY','lineitem','[]','L_PARTKEY,<,L_SHIPDATE,<,L_ORDERKEY,='
'SELECT COUNT(*) FROM lineitem WHERE L_SUPPKEY < '%s' AND L_ORDERKEY < '%s' AND L_DISCOUNT > '%s'','L_SUPPKEY,L_ORDERKEY,L_DISCOUNT','lineitem','[]','L_SUPPKEY,<,L_ORDERKEY,<,L_DISCOUNT,>'
'SELECT COUNT(*) FROM lineitem WHERE L_LINENUMBER < '%s' AND L_DISCOUNT = '%s'','L_LINENUMBER,L_DISCOUNT','lineitem','[]','L_LINENUMBER,<,L_DISCOUNT,='
'SELECT COUNT(*) FROM lineitem WHERE L_RECEIPTDATE > '%s' AND L_LINESTATUS = '%s' AND L_DISCOUNT < '%s'','L_RECEIPTDATE,L_LINESTATUS,L_DISCOUNT','lineitem','[]','L_RECEIPTDATE,>,L_LINESTATUS,=,L_DISCOUNT,<'
'SELECT COUNT(*) FROM lineitem WHERE L_ORDERKEY > '%s' AND L_COMMENT = '%s' AND L_RETURNFLAG = '%s'','L_ORDERKEY,L_COMMENT,L_RETURNFLAG','lineitem','[]','L_ORDERKEY,>,L_COMMENT,=,L_RETURNFLAG,='
'SELECT COUNT(*) FROM lineitem WHERE L_SHIPDATE > '%s' AND L_ORDERKEY < '%s' AND L_SHIPMODE = '%s'','L_SHIPDATE,L_ORDERKEY,L_SHIPMODE','lineitem','[]','L_SHIPDATE,>,L_ORDERKEY,<,L_SHIPMODE,='
'SELECT COUNT(*) FROM lineitem WHERE L_SUPPKEY > '%s' AND L_ORDERKEY = '%s'','L_SUPPKEY,L_ORDERKEY','lineitem','[]','L_SUPPKEY,>,L_ORDERKEY,='
'SELECT COUNT(*) FROM lineitem WHERE L_PARTKEY = '%s' AND L_QUANTITY = '%s' AND L_COMMITDATE > '%s'','L_PARTKEY,L_QUANTITY,L_COMMITDATE','lineitem','[]','L_PARTKEY,=,L_QUANTITY,=,L_COMMITDATE,>'
'SELECT COUNT(*) FROM lineitem WHERE L_EXTENDEDPRICE > '%s' AND L_SHIPDATE < '%s'','L_EXTENDEDPRICE,L_SHIPDATE','lineitem','[]','L_EXTENDEDPRICE,>,L_SHIPDATE,<'
'SELECT COUNT(*) FROM lineitem WHERE L_SHIPMODE = '%s' AND L_TAX < '%s' AND L_EXTENDEDPRICE > '%s'','L_SHIPMODE,L_TAX,L_EXTENDEDPRICE','lineitem','[]','L_SHIPMODE,=,L_TAX,<,L_EXTENDEDPRICE,>'
'SELECT COUNT(*) FROM lineitem WHERE L_RETURNFLAG = '%s' AND L_SHIPDATE < '%s'','L_RETURNFLAG,L_SHIPDATE','lineitem','[]','L_RETURNFLAG,=,L_SHIPDATE,<'
'SELECT COUNT(*) FROM lineitem WHERE L_PARTKEY = '%s' AND L_SUPPKEY = '%s' AND L_SHIPDATE > '%s'','L_PARTKEY,L_SUPPKEY,L_SHIPDATE','lineitem','[]','L_PARTKEY,=,L_SUPPKEY,=,L_SHIPDATE,>'
'SELECT COUNT(*) FROM lineitem WHERE L_DISCOUNT = '%s' AND L_PARTKEY > '%s' AND L_SHIPMODE = '%s'','L_DISCOUNT,L_PARTKEY,L_SHIPMODE','lineitem','[]','L_DISCOUNT,=,L_PARTKEY,>,L_SHIPMODE,='
'SELECT COUNT(*) FROM lineitem WHERE L_COMMENT = '%s' AND L_SHIPDATE < '%s' AND L_QUANTITY = '%s'','L_COMMENT,L_SHIPDATE,L_QUANTITY','lineitem','[]','L_COMMENT,=,L_SHIPDATE,<,L_QUANTITY,='
'SELECT COUNT(*) FROM lineitem WHERE L_TAX < '%s' AND L_DISCOUNT = '%s' AND L_EXTENDEDPRICE < '%s'','L_TAX,L_DISCOUNT,L_EXTENDEDPRICE','lineitem','[]','L_TAX,<,L_DISCOUNT,=,L_EXTENDEDPRICE,<'
'SELECT COUNT(*) FROM lineitem WHERE L_PARTKEY < '%s' AND L_RECEIPTDATE < '%s'','L_PARTKEY,L_RECEIPTDATE','lineitem','[]','L_PARTKEY,<,L_RECEIPTDATE,<'
'SELECT COUNT(*) FROM lineitem WHERE L_EXTENDEDPRICE = '%s' AND L_QUANTITY = '%s'','L_EXTENDEDPRICE,L_QUANTITY','lineitem','[]','L_EXTENDEDPRICE,=,L_QUANTITY,='
'SELECT COUNT(*) FROM lineitem WHERE L_COMMENT = '%s' AND L_EXTENDEDPRICE = '%s'','L_COMMENT,L_EXTENDEDPRICE','lineitem','[]','L_COMMENT,=,L_EXTENDEDPRICE,='
'SELECT COUNT(*) FROM lineitem WHERE L_COMMENT = '%s' AND L_COMMITDATE > '%s' AND L_QUANTITY < '%s'','L_COMMENT,L_COMMITDATE,L_QUANTITY','lineitem','[]','L_COMMENT,=,L_COMMITDATE,>,L_QUANTITY,<'
'SELECT COUNT(*) FROM lineitem WHERE L_SUPPKEY > '%s' AND L_RETURNFLAG = '%s'','L_SUPPKEY,L_RETURNFLAG','lineitem','[]','L_SUPPKEY,>,L_RETURNFLAG,='
